char,waitau,hakka,notes
駔,cong2,cong3,～子（流氓）
敞,cong2,cong3,
淌,cöng2,cong3,
惝,cöng2,cong3,
鬯,cöng2,cong3,
韔,cöng2,cong3,
搶,cöng2,ciong3,
創,cong1,cong3,
刱,cong1,cong3,
倡,cöng1,cong4,提～
暢,cöng1,cong4,
唱,cöng1,cong4,
戧,cöng1,cong4,
幢,cong4,cong2,人影～～
床,cong4,cong2,
戕,cong4,cong2,
藏,cong4,cong2,
牀,cong4,cong2,
塲,cöng4,cong2,
場,cöng4,cong2,
腸,cöng4,cong2,
萇,cöng4,cong2,
長,cöng4,cong2,～度
薔,cöng4,siong2,
祥,cöng4,siong2,
檣,cöng4,siong2,
嬙,cöng4,siong2,
庠,cöng4,siong2,
翔,cöng4,siong2,
詳,cöng4,siong2,
廧,cöng4,siong2,
牆,cöng4,siong2,
爿,cöng4,ciong2,
齣,cäk2,cut5,
出,cäk2,cut5,
捽,cäk2,cut5,
猝,cäk2,cut5,
窣,cäk2,cut5,
觕,cu1,cu1,
操,cäu1,cau1,
麤,cu1,cu1,
粗,cu1,cu1,
草,cäu2,cau3,
艸,cäu2,cau3,
騲,cäu2,cau3,
慥,cäu1,cau4,
懆,cäu1,cau4,
噪,cäu1,cau4,
糙,cäu1,cau4,
喿,cäu1,cau4,
澡,cäu1,cau4,
皁,cäu1,cau4,
譟,cäu1,cau4,
趮,cäu1,cau4,
鄵,cäu1,cau4,
造,cäu1,cau4,
躁,cäu1,cau4,
鐰,cäu1,cau4,
璪,cäu1,cau4,
簉,cäu1,cau4,
厝,cu1,cu4,
措,cu1,cu4,
醋,cu1,cu4,
燥,cäu1,cau4,
曹,cäu4,cau2,
嘈,cäu4,cau2,
漕,cäu4,cau2,
艚,cäu4,cau2,
螬,cäu4,cau2,
槽,cäu4,cau2,
徂,cu4,cu2,
殂,cu4,cu2,
楮,cü2,cu3,
杵,cü2,cu3,
處,cü1,cu4,好～
廚,cü4,cu2,
幮,cü4,cu2,
躇,cü4,cu2,
躕,cü4,cu2,
麆,cü4,cu1,
櫥,cü4,cu2,
苧,cü1,cu1,
處,cü1,cu3,～方
柱,cü1,cu1,木～
柱,cü1,cu4,赤～（地名）
儲,cü1,su2,
曙,cü1,su4,
署,cü1,su4,
眝,cü1,du3,
泞,cü1,cu1,
宁,cü1,cu1,（門和屏之間）
羜,cü1,du3,
褚,cü1,cu1,
貯,cü1,cu1,
亍,cuk2,cuk5,
束,cuk2,suk5,
矗,cuk2,cuk5,
滀,cuk2,hiuk5,
畜,cuk2,hiuk5,～養
畜,cuk2,kiuk5,～生
搐,cuk2,hiuk5,
慉,cuk2,hiuk5,
蓄,cuk2,cuk5,
鄐,cuk2,hiuk5,
涑,cuk2,suk5,
梀,cuk2,suk5,
欶,cuk2,suk5,
簌,cuk2,suk5,
樕,cuk2,suk5,
觫,cuk2,suk5,
蔌,cuk2,suk5,
餗,cuk2,suk5,
速,cuk2,suk5,
噈,cuk2,cuk5,
槭,cuk2,cuk5,
促,cuk2,cuk5,
蹴,cuk2,cuk5,
蹙,cuk2,cuk5,
顣,cuk2,cuk5,
踧,cuk2,ciuk5,
娖,cuk2,cuk5,
齪,cuk2,cuk5,
川,cüng1,con1,
穿,cüng1,con1,
村,cüng1,cun1,
巛,cüng1,con1,
荈,cüng2,con3,
舛,cüng2,con3,
忖,cüng2,cun3,
喘,cüng2,con3,
攛,cüng2,con3,
串,cüng1,con4,
縳,cüng1,con4,
玔,cüng1,con4,
釧,cüng1,con4,
篡,cüng1,con4,
竄,cüng1,con4,
寸,cüng1,cun4,
刌,cüng1,cun4,
吋,cüng1,cun4,
爨,cüng1,cun4,
椽,cüng4,con2,
猭,cüng4,con2,
攢,cüng4,cien2,
存,cüng4,sun2,
泉,cüng4,can2,
佺,cüng4,cien2,
拴,cüng4,cien2,
全,cüng4,cien2,
牷,cüng4,cien2,
筌,cüng4,cien2,
痊,cüng4,cien2,
銓,cüng4,cien2,
荃,cüng4,cien2,
輇,cüng4,cien2,
跧,cüng4,cien2,
傳,cüng4,con2,～播
詮,cüng4,cien2,
沖,cung1,cung1,
充,cung1,cung1,
种,cung1,cung1,
忡,cung1,cung1,
憧,cung1,cung1,
浺,cung1,cung1,
茺,cung1,cung1,
翀,cung1,cung1,
衷,cung1,cung1,
罿,cung1,cung1,
蓯,cung1,cung1,
璁,cung1,cung1,
琮,cung1,cung1,
棇,cung1,cung1,
淙,cung1,cung1,
悰,cung1,cung1,
摐,cung1,cung1,
聰,cung1,cung1,
匆,cung1,cung1,
囪,cung1,cung1,
葱,cung1,cung1,
衝,cung1,cung1,
重,cung4,cung2,～陽
虫,cung4,cung2,
從,cung4,cung2,～此
瑽,cung4,cung2,
松,cung4,cung2,
鏦,cung4,cung2,
樅,cung4,cung2,
潀,cung4,cung2,
叢,cung4,cung2,
蟲,cung4,cung2,
冢,cung1,cung3,
塚,cung1,cung3,
寵,cung1,cung3,
重,cung1,cung1,～量
撮,cük2,cot5,
蕞,cük2,cot5,
繓,cük2,cot5,
打,da1,da1,量詞（十二個）
打,da2,da3,動詞
低,däi1,dai1,
磾,däi1,dai1,
羝,däi1,dai1,
砥,däi2,di3,
底,däi2,dai3,
泜,däi2,di3,
柢,däi2,di3,
弤,däi2,di3,
牴,däi2,di3,
詆,däi2,di3,
觝,däi2,di3,
邸,däi2,di3,
氐,däi2,di3,
抵,däi2,dai3,
歹,dai2,dai3,
祋,dai1,dai4,
帶,dai1,dai4,
戴,dai1,dai4,
艜,dai1,dai4,
襶,dai1,dai4,
跢,dai1,doi1,（跌倒）
帝,däi1,di4,
渧,däi1,di4,
諦,däi1,di4,
蒂,däi1,di4,
揥,däi1,di4,
啻,däi1,di4,
蝃,däi1,di4,
螮,däi1,dai4,
蔕,däi1,dai4,
大,dai6,tai4,
釱,dai6,ti4,
隸,däi6,li4,
逮,däi6,tai4,
第,däi6,ti4,
珶,däi6,ti4,
棣,däi6,ti4,
楴,däi6,ti4,
睇,däi6,ti4,
睼,däi6,ti4,
弟,däi6,ti4,
杕,däi6,ti4,
悌,däi6,ti4,
埭,däi6,ti4,
遰,däi6,ti4,
遞,däi6,ti4,
締,däi6,ti4,
鬄,däi6,ti4,
淂,däk2,det5,
得,däk2,det5,
德,däk2,det5,
犆,däk6,tit6,
特,däk6,tet6,～別
特,däk6,tit6,～務
蟘,däk6,tit6,
酖,dam1,dam1,
甔,dam1,dam1,
眈,dam1,dam1,
耽,dam1,dam1,
擔,dam1,dam1,負～
湛,dam1,dam1,（＝耽）
躭,dam1,dam1,
紞,dam2,dam3,
膽,dam2,dam3,
儋,dam1,dam4,
擔,dam1,dam4,～竿
黮,dam6,tam4,（黑色）
淡,dam6,tam4,～泊、～水（地名）
餤,dam6,tam4,餅～
澹,dam6,tam4,
啗,dam6,tam4,
髧,dam6,tam3,
憺,dam6,tam4,
噉,dam6,tam4,
賧,dam6,tam4,
啖,dam6,tam4,
氮,dam6,tam4,
簞,dæng1,dan1,
丹,dæng1,dan1,
匰,dæng1,dan1,
單,dæng1,dan1,
鄲,dæng1,dan1,
襌,dæng1,dan1,
躉,däng2,dun3,
呾,dæng1,dan4,
旦,dæng1,dan4,
鴠,dæng1,dan4,
誕,dæng1,dan4,
繵,dæng1,dan4,
扽,däng1,dun4,
膻,dæng6,tan4,～中（穴位）
彈,dæng6,tan2,～道
憚,dæng6,tan4,
僤,dæng6,tan4,
撣,dæng6,tan4,（拂塵）
但,dæng6,tan4,
蜑,dæng6,tan4,
蛋,dæng6,tan4,
燉,däng6,dun1,
簦,däng1,den1,
燈,däng1,den1,
登,däng1,den1,
豋,däng1,den1,
嶝,däng1,den1,
霯,däng1,den1,
等,däng2,den3,
凳,däng1,den4,
墱,däng1,den4,
磴,däng1,den4,
鄧,däng6,ten4,
蹬,däng6,ten4,
戥,däng6,ten4,
瘩,dap2,dap5,
匒,dap2,dap5,
答,dap2,dap5,
搭,dap2,dap5,
荅,dap2,dap5,
褡,dap2,dap5,
耷,dap2,dap5,
錔,dap6,tap6,
沓,dap6,tap6,
踏,dap6,tap6,
蹋,dap6,tap6,
撻,dæk2,dat5,
笪,dæk2,dat5,
靼,dæk2,dat5,
闥,dæk2,dat5,
韃,dæk2,dat5,
繨,dæk2,dat5,
羍,dæk2,dat5,
妲,dæk2,dat5,
腯,däk2,dut5,（豬肥）
躂,dæk6,tat6,
薘,dæk6,tat6,
達,dæk6,tat6,
突,däk6,tut6,
鼵,däk6,tut6,
凸,däk6,tut6,
兜,däu1,deu1,
枓,däu2,deu3,
斗,däu2,deu3,
紏,däu2,deu3,
鈄,däu2,deu3,
蚪,däu2,deu3,
陡,däu2,deu3,
抖,däu2,deu3,
藪,däu1,deu4,鶴～（地名）
鬥,däu1,deu4,
竇,däu6,deu4,
痘,däu6,teu4,
斢,däu6,teu4,
梪,däu6,teu4,
荳,däu6,teu4,
餖,däu6,teu4,
豆,däu6,teu4,
黈,däu6,teu4,
脰,däu6,teu4,
逗,däu6,teu4,
讀,däu6,teu4,句～
爹,de1,dia1,
地,di6,ti4,
糴,dek6,tak6,
笛,dek6,tak6,
釘,däng1,dang1,鐵～
盯,däng1,dang1,
頂,deng2,dang3,屋～
掟,deng1,diang4,
蹢,däk2,dit5,（獸蹄）
樀,däk2,dit5,
扚,däk2,dit5,
嫡,däk2,dit5,
的,däk2,dit5,
玓,däk2,dit5,
甋,däk2,dit5,
菂,däk2,dit5,
馰,däk2,dit5,
鸐,däk6,tit6,
迪,däk6,tit6,
滌,däk6,tit6,
狄,däk6,tit6,
敵,däk6,tit6,
翟,zak6,cak6,（姓氏）
翟,däk6,tit6,（＝狄）
逖,däk6,tit6,
貣,däk6,tit6,
荻,däk6,tit6,
藋,däk6,tit6,
滴,däk6,tit6,點～
鏑,däk6,dit5,
靮,däk6,dit5,
嘀,däk6,tit6,
蒧,dim2,diam3,
點,dim2,diam3,
惦,dim1,diam4,
扂,dim1,diam4,
坫,dim1,diam4,
店,dim1,diam4,
玷,dim1,diam4,
癲,ding1,dien1,
瘨,ding1,dien1,
巔,ding1,dien1,
蹎,ding1,dien1,
顛,ding1,dien1,
齻,ding1,dien1,
捵,ding2,dien3,
典,ding2,dien3,
腆,ding2,dien3,
碘,ding2,dien3,
濎,däng2,din3,
耵,ding1,din3,
奠,ding6,tien4,
澱,ding6,tien4,
淀,ding6,tien4,
瑱,ding6,tien4,
甸,ding6,tien4,
殿,ding6,tien4,
殄,ding6,tien4,
琠,ding6,tien4,
佃,ding6,tien4,
電,ding6,tien4,
靛,ding6,tien4,
墊,ding6,dien4,～牌
仃,däng1,den1,
疔,däng1,dang1,
丁,däng1,den1,
玎,däng1,den1,
叮,däng1,den1,
靪,däng1,den1,
虰,däng1,den1,
汀,däng1,dang1,～九（地名）
釘,däng1,dang1,～子戶
酊,däng2,dang1,
鼎,däng2,din3,
薡,däng2,din3,
頂,däng2,din3,～級
碇,däng1,dang4,
訂,däng1,dang4,
飣,däng6,dang4,
定,däng6,tin4,
錠,däng6,tin4,
揲,dip6,tiap6,～貫萬物
牒,dip6,tiap6,
喋,dip6,tiap6,
堞,dip6,tiap6,
惵,dip6,tiap6,
碟,dip6,tiap6,
蹀,dip6,tiap6,
鰈,dip6,tiap6,
艓,dip6,tiap6,
蝶,dip6,tiap6,
諜,dip6,tiap6,
蜨,dip6,tiap6,
疊,dip6,tiap6,
滴,dik2,dit6,～咁多
昳,dik2,diet5,
眣,dik2,diet5,
垤,dik2,diet5,
墆,dik2,diet5,
迭,dik2,diet5,
詄,dik2,diet5,
耋,dik2,diet5,
跌,dik2,diet5,
紩,dik6,zit5,
秩,dik6,zit5,
帙,dik6,zit5,
咥,dik6,zit5,（咬）
絰,dik6,diet5,
瓞,dik6,diet5,
雕,diu1,diau1,
刁,diu1,diau1,
碉,diu1,diau1,
叼,diu1,diau1,
彫,diu1,diau1,
凋,diu1,diau1,
琱,diu1,diau1,
貂,diu1,diau1,
鵰,diu1,diau1,
丟,diu1,diu1,
鯛,diu1,diau1,
屌,diu2,diau3,
窵,diu1,diau4,
吊,diu1,diau4,
伄,diu1,diau4,
釣,diu1,diau4,
弔,diu1,diau4,
掉,diu6,tiau4,
調,diu6,tiau4,～換、聲～
銚,diu6,tiau4,（姓）
多,do1,do1,
跢,do1,do3,（走路）
垛,do2,do3,
埵,do2,do3,
朵,do2,do3,
鬌,do2,do3,
躲,do2,do3,
跺,do2,do3,
嚲,do2,do3,
綞,do2,do3,
惰,do6,to4,
嶞,do6,to4,
墮,do6,to4,
堆,döi1,doi1,
膇,döi1,zui4,
兌,döi1,dui4,
碓,döi1,doi4,
對,döi1,dui4,
譈,döi1,dui4,
薱,döi1,dui4,
懟,döi1,dui4,
待,döi6,toi4,
代,döi6,toi4,
玳,döi6,toi4,
岱,döi6,toi4,
貸,döi6,toi4,
袋,döi6,toi4,
黛,döi6,toi4,
隊,döi6,dui4,
憝,döi6,dui4,
錞,döi6,dui4,（矛戟柄末的套）
啅,dök2,dok5,
琢,dök2,dok5,
椓,dök2,dok5,
涿,dök2,dok5,
諑,dök2,dok5,
啄,dök2,dok5,
剁,dök2,dok6,
剫,dok6,tok6,
籜,dok6,tok6,
柝,dok6,tok6,
鐸,dok6,tok6,
踱,dok6,tok6,
蘀,dok6,tok6,
跅,dok6,tok6,
喥,dok6,tok6,
度,dok6,tok6,測～、～高
啍,däng1,dun1,（口氣）
鐓,däng1,dun1,
暾,däng1,dun1,
撉,däng1,dun1,
墩,däng1,dun1,
敦,däng1,dun1,
涒,däng1,dun1,
驐,däng1,dun1,
橔,däng1,dun1,
噸,däng1,dun1,
鶨,däng6,ton4,
鈍,däng6,tun4,
沌,däng6,tun3,
遯,däng6,tun3,
遁,däng6,tun3,
頓,däng6,un4,
璫,dong1,dong1,
簹,dong1,dong1,
鐺,dong1,dong1,
襠,dong1,dong1,褲～
當,dong1,dong1,～家、相～
噹,dong1,dong1,
党,dong2,dong3,
攩,dong2,dong3,
曭,dong2,dong3,
黨,dong2,dong3,
讜,dong2,dong3,
擋,dong2,dong3,
當,dong1,dong4,～舖、妥～
檔,dong1,dong4,
欓,dong1,dong4,
瓽,dong1,dong4,
闣,dong1,dong4,
潒,dong6,tong4,
婸,dong6,tong4,
崵,dong6,tong4,（＝碭）
璗,dong6,tong4,
蕩,dong6,tong4,
碭,dong6,tong4,
宕,dong6,tong4,
盪,dong6,tong4,
菪,dong6,tong4,
逿,dong6,tong4,～墬
闍,du1,du1,（城門上的臺）
刀,däu1,dau1,
忉,däu1,dau1,
舠,däu1,dau1,
魛,däu1,dau1,
都,du1,du1,
嘟,du1,du1,
壔,däu2,dau3,
幬,däu2,dau3,
島,däu2,dau3,
擣,däu2,dau3,
搗,däu2,dau3,
倒,däu2,dau3,～垃圾
堵,du2,du3,
佇,du2,du3,
賭,du2,du3,
睹,du2,du3,
倒,däu1,dau4,～後
道,däu1,dau4,知～
斁,du1,du4,
到,däu1,dau4,
蠹,du1,du4,
肚,tu1,du3,
杜,du6,tu4,
稻,däu6,tau1,
蹈,däu6,tau4,
導,däu6,tau3,
盜,däu6,tau4,
悼,däu6,tau4,
纛,däu6,tau4,
道,däu6,tau4,～路
度,du6,tu4,溫～、～量
渡,du6,tu4,
鍍,du6,tu4,
毒,du6,teu4,（動詞）
妒,du6,du4,
督,duk2,duk5,
篤,duk2,duk5,
裻,duk2,duk5,
髑,duk6,tuk6,
獨,duk6,tuk6,
櫝,duk6,tuk6,
殰,duk6,tuk6,
毒,duk6,tuk6,排～、～藥
碡,duk6,tuk6,
牘,duk6,tuk6,
瀆,duk6,tuk6,
犢,duk6,tuk6,
讟,duk6,tuk6,
黷,duk6,tuk6,
韣,duk6,tuk6,
讀,duk6,tuk6,～書
覿,duk6,tuk6,
耑,düng1,don1,（＝端）
剬,düng1,don1,
端,düng1,don1,
短,düng2,don3,
斷,düng1,don4,判～
椴,düng6,ton4,
斷,düng6,ton4,～章取義
碫,düng6,ton4,
段,düng6,ton4,
籪,düng6,ton4,
葮,düng6,ton4,
緞,düng6,ton4,
腶,düng6,ton4,
鍛,düng6,ton4,
涷,dung1,dung1,
東,dung1,dung1,
冬,dung1,dung1,
苳,dung1,dung1,
咚,dung1,dung1,
懂,dung2,dung3,
蕫,dung2,dung3,
湩,dung2,dung3,
董,dung2,dung3,
棟,dung1,dung4,
凍,dung1,dung4,
蝀,dung1,dung4,
動,dung6,tung1,～到
動,dung6,tung4,～物
姛,dung6,tung4,
垌,dung6,tung4,
洞,dung6,tung4,
戙,dung6,tung4,
胴,dung6,tung4,
咄,dük2,dut5,
奪,dük6,tot6,
敓,dük6,tot6,
誒,e6,e1,
花,fa1,fa1,
化,fa1,fa4,
煇,fäi1,fui1,
揮,fäi1,fui1,
楎,fäi1,fui1,
暉,fäi1,fui1,
徽,fäi1,fui1,
麾,fäi1,fui1,
翬,fäi1,fui1,
隳,fäi1,fui1,
倠,fäi1,fui1,
輝,fäi1,fui1,
塊,fai1,kai4,
筷,fai1,kai4,
快,fai1,kai4,
傀,fai1,kui3,～儡
磈,fai1,vui3,
痱,fäi1,fui1,
癈,fäi1,fui4,
廢,fäi1,fui4,
疿,fäi1,fui4,
費,fäi1,fui4,
肺,fäi1,pui4,
沸,fäi1,bui4,
噲,fai1,foi4,
吠,fäi6,poi4,
幡,fæng1,fan1,
璠,fæng1,fan1,
旛,fæng1,fan1,
番,fæng1,fan1,～茄
蕃,fæng1,fan1,
轓,fæng1,fan1,
翻,fæng1,fan1,
繙,fæng1,fan1,
籓,fæng1,fan1,
燔,fæng1,fan1,
惛,fäng1,fun1,
睧,fäng1,fun1,
氛,fäng1,fun1,
枌,fäng1,fun1,
婚,fäng1,fun1,
殙,fäng1,fun1,
棻,fäng1,fun1,
涽,fäng1,fun1,
昐,fäng1,fun1,
汾,fäng1,fun1,
昏,fäng1,fun1,
紛,fäng1,fun1,
衯,fäng1,fun1,
閽,fäng1,fun1,
饙,fäng1,fun1,
雰,fäng1,fun1,
葷,fäng1,fun1,
芬,fäng1,fun1,
鳻,fäng1,fun1,
分,fäng1,fun1,～辨
熏,fäng1,hiun1,
吩,fäng1,fun1,
睯,fäng1,men3,
勛,fäng1,hiun1,
曛,fäng1,hiun1,
獯,fäng1,hiun1,
勳,fäng1,hiun1,
醺,fäng1,hiun1,
纁,fäng1,hiun1,
薰,fäng1,hiun1,
燻,fäng1,hiun1,
反,fæng2,fan3,
返,fæng2,fan3,
阪,fæng2,fan3,～田
粉,fäng2,fun3,
黺,fäng2,fun3,
汎,fæng1,fam4,
畈,fæng1,fan4,
販,fæng1,fan4,
訓,fäng1,hiun4,
瀵,fäng1,bun4,
糞,fäng1,bun4,
杋,fæng4,fam2,
凡,fæng4,fam2,
帆,fæng4,fam2,
梵,fæng4,fam2,
颿,fæng4,fam2,
笲,fæng4,fan2,
羳,fæng4,fan2,
藩,fæng4,fan2,
膰,fæng4,fan2,
墦,fæng4,fan2,
礬,fæng4,fan2,
瀿,fæng4,fan2,
樊,fæng4,fan2,
煩,fæng4,fan2,
繁,fæng4,fan2,
蘩,fæng4,fan2,
薠,fæng4,fan2,
蠜,fæng4,fan2,
蟠,fæng4,fan2,（蟲名）
蹯,fæng4,fan2,
棼,fäng4,fun2,
羒,fäng4,fun2,
幩,fäng4,fun2,
濆,fäng4,fun2,
焚,fäng4,fun2,
蕡,fäng4,fun2,
豶,fäng4,fun2,
羵,fäng4,fun2,
黂,fäng4,fun2,
墳,fäng4,fun2,
鼢,fäng4,fun2,
忿,fäng1,fun3,
僨,fäng1,fun3,
憤,fäng1,fun3,
奮,fäng1,fun3,
坋,fäng1,fun4,
範,fæng6,fam4,
泛,fæng6,fam4,
氾,fæng6,fam4,
豢,fæng6,fam4,
范,fæng6,fam4,
犯,fæng6,fam1,～法
犯,fæng6,fam4,～～
飯,fæng6,fan4,
瓣,fæng6,pan4,
分,fäng6,fun4,三～之一
份,fäng6,fun4,
狒,fäk2,fui4,
刜,fäk2,fut5,
忽,fäk2,fut5,
紼,fäk2,fut5,
紱,fäk2,fut5,
笰,fäk2,fut5,
弗,fäk2,fut5,
惚,fäk2,fut5,
彿,fäk2,fut5,
拂,fäk2,fut5,
祓,fäk2,fut5,
綍,fäk2,fut5,
帗,fäk2,fut5,
茀,fäk2,fut5,
韍,fäk2,fut5,
艴,fäk2,fut5,
黻,fäk2,fut5,
窟,fäk2,fut5,
袚,fäk2,fut5,
笏,fäk2,fut5,
胐,fäk2,kut5,
堀,fäk2,fut5,
圣,fäk2,fut5,
氟,fäk2,fut5,
琺,fæk2,fap5,
法,fæk2,fap5,
砝,fæk2,fap5,
發,fæk2,fat5,～燒
髮,fæk2,fat5,
沷,fæk2,fat5,
乏,fæk6,fat6,
筏,fæk6,fat6,
伐,fæk6,fat6,
疺,fæk6,fat6,
閥,fæk6,fat6,
罰,fæk6,fat6,
怫,fäk6,fut5,
佛,fäk6,fut6,
咈,fäk6,fut6,
茷,fæk6,fat6,
紑,fäu1,feu2,
缶,fäu2,feu3,
否,fäu2,feu3,～定
剖,fäu2,peu3,
烰,fäu4,feu2,
浮,fäu4,feu2,
蜉,fäu4,feu2,
芣,fäu4,feu2,
衃,fäu4,feu2,蚍～（草名）
涪,fäu4,feu2,
阜,fäu6,feu4,
埠,fäu6,feu4,
扉,fi1,fui1,
騑,fi1,fui1,
緋,fi1,fui1,
裶,fi1,fui1,
霏,fi1,fui1,
妃,fi1,fui1,
非,fi1,fui1,
菲,fi1,fui1,
飛,fi1,fui1,
馡,fi1,fui1,
蜚,fi1,fui1,
屝,fi1,fui1,
剕,fi1,fui1,
厞,fi1,fui1,
啡,fi1,fui1,
匪,fi2,fui3,
篚,fi2,fui3,
悱,fi2,fui3,
奜,fi2,fui3,
棐,fi2,fui3,
斐,fi2,fui3,
朏,fi2,fui3,
誹,fi2,fui3,
翡,fi2,fui3,
婓,fi4,pui2,
腓,fi4,fui2,
肥,fi4,pui2,～豬、～婆
肥,fi4,fui2,～料
蜰,fi4,pui2,
蟦,fi4,pui2,
窠,fo1,ko1,
科,fo1,ko1,
稞,fo1,ko1,
髁,fo1,ko1,
蝌,fo1,ko1,
伙,fo2,fo3,
夥,fo2,fo3,
火,fo2,fo3,
顆,fo2,ko3,
棵,fo2,ko1,
貨,fo1,fo4,
課,fo1,ko4,
騍,fo1,ko4,
玃,fok2,kiok5,
矍,fok2,kiok5,
攫,fok2,kiok5,
戄,fok2,kiok5,
躩,fok2,kiok5,
藿,fok2,kok5,
霍,fok2,kok5,
臛,fok2,kok5,
匚,fong1,fong1,
方,fong1,fong1,
巟,fong1,fong1,
邡,fong1,fong1,
肓,fong1,fong1,
芳,fong1,fong1,
鈁,fong1,fong1,
肪,fong1,fong1,
荒,fong1,fong1,
衁,fong1,fong1,
謊,fong1,fong3,
坊,fong1,fong2,
慌,fong1,fong1,
枋,fong1,fong1,
怳,fong2,fong3,
恍,fong2,fong3,
仿,fong2,fong3,
倣,fong2,fong3,
昉,fong2,fong3,
幌,fong2,fong3,
榥,fong2,fong3,
晃,fong2,fong3,
滉,fong2,fong3,
髣,fong2,fong3,
舫,fong2,fong3,
鎤,fong2,fong3,
彷,fong2,fong3,
紡,fong2,fong3,～紗
紡,fong2,piong3,～織娘（蟲名）
訪,fong2,fong3,
放,fong1,fong4,
況,fong1,kong3,
貺,fong1,kong3,
妨,fong4,fong2,
房,fong4,fong2,
魴,fong4,fong2,
防,fong4,fong2,
謼,fu1,fu1,
怤,fu1,fu1,
呼,fu1,fu1,
孚,fu1,fu1,
滹,fu1,fu1,
尃,fu1,fu1,
稃,fu1,fu1,
砆,fu1,fu1,
幠,fu1,fu1,
夫,fu1,fu1,
俘,fu1,fu1,
敷,fu1,fu1,
泭,fu1,fu1,
枹,fu1,fu1,
郛,fu1,fu1,
趺,fu1,fu1,
鄜,fu1,fu1,
孵,fu1,fu1,
衭,fu1,fu1,
膚,fu1,fu1,
麩,fu1,fu1,
虍,fu1,fu1,
鈇,fu1,fu1,
莩,fu1,fu1,
桴,fu1,fu1,
罦,fu1,fu1,
虖,fu1,fu1,
跗,fu1,fu1,
膴,fu1,fu1,（肉乾）
枯,fu1,ku1,
骷,fu1,ku1,
跍,fu1,ku1,
刳,fu1,ku1,
伕,fu1,fu1,
弣,fu2,fu3,
府,fu2,fu3,
琥,fu2,fu3,
俯,fu2,fu3,
釜,fu2,fu3,
虎,fu2,fu3,
腑,fu2,fu3,
祜,fu2,fu3,
俛,fu2,fu3,（＝俯）
拊,fu2,fu3,
楛,fu2,fu3,
頫,fu2,fu3,
唬,fu2,fu3,
苦,fu2,fu3,～瓜
苦,fu2,ku3,辛～
甫,fu2,pu3,驚魂～定
黼,fu2,pu3,
脯,fu2,pu3,
斧,fu2,bu3,
撫,fu2,fu3,
富,fu1,fu4,
戽,fu1,fu4,
咐,fu1,fu4,
副,fu1,fu4,
賦,fu1,fu4,
賻,fu1,fu4,
褲,fu1,fu4,
庫,fu1,ku4,
榑,fu4,fu2,
乎,fu4,fu2,
扶,fu4,fu2,～持
扶,fu4,pu2,～穩
枎,fu4,fu2,
鳧,fu4,fu2,
蚨,fu4,fu2,
芙,fu4,fu2,
符,fu4,fu2,～合
符,fu4,pu2,靈～
苻,fu4,pu2,
婦,fu1,fu4,
腐,fu6,fu4,
偩,fu6,fu4,
付,fu6,fu4,
父,fu6,fu4,
傅,fu6,fu4,
祔,fu6,fu4,
附,fu6,fu4,
訃,fu6,fu4,
鮒,fu6,fu4,
赴,fu6,fu4,
負,fu6,fu4,
輔,fu6,pu3,
仆,fu6,fu4,
駙,fu6,fu4,
灰,fui1,foi1,
悝,fui1,foi1,
恢,fui1,foi1,
詼,fui1,foi1,
虺,fui1,fui1,～隤（病名）
奎,fui1,kui2,
魁,fui1,kui2,
豗,fui1,foi1,
鮪,fui2,vui3,
晦,fui1,fui4,
悔,fui1,fui4,
誨,fui1,fui4,
芾,fui1,fui4,
喙,fui1,vui3,
複,fuk2,fuk5,
福,fuk2,fuk5,
复,fuk2,fuk5,
鰒,fuk2,fuk5,
葍,fuk2,fuk5,
覆,fuk2,fuk5,
輹,fuk2,fuk5,
幅,fuk2,fuk5,～員廣闊
幅,fuk2,buk5,一～畫
蝠,fuk2,fuk5,
輻,fuk2,fuk5,
蝮,fuk2,fuk5,
腹,fuk2,fuk5,
服,fuk6,fuk6,
復,fuk6,fuk6,
伏,fuk6,fuk6,
洑,fuk6,fuk6,
箙,fuk6,fuk6,
虙,fuk6,fuk6,
袱,fuk6,fuk6,
茯,fuk6,fuk6,
菔,fuk6,fuk6,
宓,fuk6,fuk6,（姓）
懽,fung1,fon1,
驩,fung1,fon1,
讙,fung1,fon1,
寬,fung1,kon1,
髖,fung1,kon1,
歡,fung1,fon1,
款,fung2,kan3,
渢,fung1,fung1,
瘋,fung1,fung1,
封,fung1,fung1,
灃,fung1,fung1,
烽,fung1,fung1,
崶,fung1,fung1,
犎,fung1,fung1,
鋒,fung1,fung1,
豐,fung1,fung1,
葑,fung1,fung1,
酆,fung1,fung1,
風,fung1,fung1,
蜂,fung1,fung1,
楓,fung1,fung1,
夆,fung1,fung2,
丰,fung1,fung1,
峰,fung1,fung1,
覂,fung2,fung3,
唪,fung2,fung3,
俸,fung6,fung4,
菶,fung2,fung3,
賵,fung1,fung4,
諷,fung1,fung4,
馮,fung4,fung2,
摓,fung4,fung2,
逢,fung4,fung2,
縫,fung4,fung2,～紉
縫,fung6,pung4,一條～
奉,fung6,fung4,
鳳,fung6,fung4,
闊,fuk2,fat5,
伽,ga1,ga1,
嘉,ga1,ga1,
家,ga1,ga1,
傢,ga1,ga1,
癿,ga1,ga1,
痂,ga1,ga1,
枷,ga1,ga1,
珈,ga1,ga1,
加,ga1,ga1,
笳,ga1,ga1,
袈,ga1,ga1,
