char,canton,waitau,searchkey,hakka1,hakka2,Notes
刷,cat3,cak2,刷cat3,sot5,,
券,hün3,hüng1,券hün3,kien4,,
刺,ci3,ci1,刺ci3,ci4,,~探
刺,ci3,ci1,刺ci3,ciuk5,,~激
刺,sik3,säk2,刺sik3,ciuk5,,行~
刻,hak1,hæk2,刻hak1,kat5,,~圖章
刻,häk1,häk2,刻häk1,ket5,,~意
剁,dök3,dök2,剁dök3,dok6,,
剃,täi3,täi1,剃täi3,tai4,,
剄,ging3,gäng1,剄ging3,gin4,,
則,zäk1,zäk2,則zäk1,zet5,,
剉,co3,co1,剉co3,co4,,
削,sök3,sök2,削sök3,siok5,,
剋,häk1,häk2,剋häk1,ket5,,
剌,lat3,læk2,剌lat3,lat6,,
前,cin4,cing4,前cin4,cien2,,
剎,sat3,sæk2,剎sat3,sat5,,
剒,cok3,cok2,剒cok3,cok5,,
剔,tik1,täk2,剔tik1,tit5,,
剕,fei1,fi1,剕fei1,fui1,,
剖,fäu2,fäu2,剖fäu2,piu3,,
剚,zi3,zi1,剚zi3,zu3,,
剛,gong1,gong1,剛gong1,gong1,,
剜,wan1,wæng1,剜wan1,van1,,
剝,mok1,mok2,剝mok1,bok5,,
剟,züt3,zük2,剟züt3,dot5,,
剡,sim6,sim6,剡sim6,sam4,,~溪
剡,yim2,yim2,剡yim2,yam3,,~章
剩,sing6,säng6,剩sing6,sin4,,~餘
剩,zing6,zäng6,剩zing6,yin4,,用~
剪,zin2,zing2,剪zin2,zien3,,
剫,dok6,dok6,剫dok6,tok6,,
剬,dün1,düng1,剬dün1,don1,,
剭,uk1,uk2,剭uk1,vuk5,,
剮,gwa2,gwa2,剮gwa2,ga3,,
副,fu3,fu1,副fu3,fu4,,
割,got3,gwuk2,割got3,got5,,
剴,hoi2,fui2,剴hoi2,koi3,,
創,cong3,cong1,創cong3,cong3,,
剷,can2,cæng2,剷can2,can3,,
剸,zün1,züng1,剸zün1,zon1,,
剽,piu4,piu4,剽piu4,piau2,,
剿,ziu2,ziu2 ,剿ziu2,ziau3,,
劀,gwät1,gwäk2,劀gwät1,gat5,,
劁,ziu1,ziu1,劁ziu1,ziau1,,
劂,küt3,kük2,劂küt3,ket5,,
劃,wak6,wæk6,劃wak6,vak6,,
劄,zap3,zap2,劄zap3,zap5,,
劇,kek6,kek6,劇kek6,kiak6,,
劈,pek3,pek2,劈pek3,piak5,,
劉,läu4,läu4,劉läu4,liu2,,
劊,kwui2,kwui2,劊kwui2,kai4,,
劍,gim3,gim1,劍gim3,giam4,,
劑,zäi1,zäi1,劑zäi1,zi4,,~量
劑,zäi1,zäi1,劑zäi1,ze4,,一~藥
劓,ngäi6,ngäi6,劓ngäi6,ngi4,,
劖,cam4,cam4,劖cam4,cam2,,
劘,mei4,mi4,劘mei4,mi2,,
力,lik6,läk6,力lik6,lit6,,
功,gung1,gung1,功gung1,gung1,,
加,ga1,ga1,加ga1,ga1,,
劣,lüt3,lük2,劣lüt3,lot5,,
助,zo6,zo6,助zo6,co4,,
努,nou5,nu1,努nou5,lu3,,
劫,gip3,gip2,劫gip3,giap5,,
劬,köi4,kü4,劬köi4,ki2,,
劭,ziu6,ziu6,劭ziu6,cau4,,
劻,hong1,hong1,劻hong1,kiong1,,
劼,kit3,kik2,劼kit3,giet5,,
劾,häk6,häk6,劾häk6,het5,,
勁,ging6,gäng6,勁ging6,gin4,,
勃,but6,buk6,勃but6,put6,,
勇,yung5,yung2,勇yung5,yung3,,
勉,min5,ming1,勉min5,men1,,
勍,ging1,gäng1,勍ging1,gin1,,
勒,läk6,läk6,勒läk6,let6,,
動,dung6,dung6,動dung6,tung1,,~到
動,dung6,dung6,動dung6,tung4,,~物
勗,yuk1,yuk2,勗yuk1,hiuk5,,
勘,häm3,häm1,勘häm3,kam4,,
務,mou6,mu6,務mou6,vu4,,
勛,fän1,fäng1,勛fän1,hiun1,,
勝,sing1,säng1,勝sing1,sin1,,不~負荷
勝,sing3,säng1,勝sing3,sin4,,~利
勞,lou4,läu4,勞lou4,lau2,,
募,mou6,mu6,募mou6,mu4,,
勢,säi3,säi1,勢säi3,se4,,架~
勢,säi3,säi1,勢säi3,si4,,形~
勣,zik1,zäk2,勣zik1,zit5,,
勤,kän4,käng4,勤kän4,kiun2,,
勦,ziu2,ziu2,勦ziu2,ziau3,,
勩,yäi6,yäi6,勩yäi6,yi4,,
勱,mai6,mai6,勱mai6,mai4,,
勳,fän1,fäng1,勳fän1,hiun1,,
勴,löi6,lü6,勴löi6,li4,,
勵,läi6,läi6,勵läi6,li4,,
勷,söng1,söng1,勷söng1,siong1,,(=襄)
勷,yöng4,yöng4,勷yöng4,yong2,,劻~
勸,hün3,hüng1,勸hün3,kien4,,
勺,cök3,cök2,勺cök3,sok5,,
勻,wän4,wäng4,勻wän4,yun2,,
勾,ngäu1,ngäu1,勾ngäu1,giu1,,
勿,mät6,mäk6,勿mät6,vut6,,
包,bau1,bau1,包bau1,bau1,,
匆,cung1,cung1,匆cung1,cung1,,
匈,hung1,hung1,匈hung1,hiung1,,
匋,tou4,täu4,匋tou4,tau2,,
匍,pou4,pu4,匍pou4,pu2,,
匏,pau4,pau4,匏pau4,pau2,,
匐,bak6,bæk6,匐bak6,pet6,,
匒,dap3,dap2,匒dap3,dap5,,
匕,bei2,bi2,匕bei2,bi3,,
化,fa3,fa1,化fa3,fa4,,
北,bäk1,bäk2,北bäk1,bet5,,
匙,si4,si4,匙si4,si2,,
匚,fong1,fong1,匚fong1,fong1,,
匜,yi4,yi4,匜yi4,yi2,,
匝,zap3,zap2,匝zap3,zap5,,
匟,kong3,kong1,匟kong3,kong4,,
匠,zöng6,zöng6,匠zöng6,siong4,,
匡,hong1,hong1,匡hong1,kiong1,,
匣,hap6,hap6,匣hap6,hap6,,
匪,fei2,fi2,匪fei2,fui3,,
匭,gwäi2,gwäi2,匭gwäi2,gui3,,
匯,wui6,wui6,匯wui6,fui4,,
匰,dan1,dæng1,匰dan1,dan1,,
匱,gwäi6,gwäi6,匱gwäi6,kui4,,
匴,sün3,süng1,匴sün3,son4,,
匹,pät1,päk2,匹pät1,pit5,,
匽,yin2,ying2,匽yin2,yen3,,
匾,bin2,bing2,匾bin2,bien3,,
匿,nik1,näk1,匿nik1,lit6,,
區,köi1,kü1,區köi1,ki1,,
十,säp6,säp6,十säp6,sip6,,
千,cin1,cing1,千cin1,cien1,,
卄,ya6,ya6,卄ya6,ngip6,,
卅,sa1,sa1,卅sa1,sap5,,
升,sing1,säng1,升sing1,sin1,,
午,ng5,ng1,午ng5,ng3,,
卉,wäi2,wäi2,卉wäi2,fui3,,
半,bun3,bung1,半bun3,ban4,,
卑,bei1,bi1,卑bei1,bi1,,
卒,zöt1,zäk2,卒zöt1,zut5,,
卓,cök3,cök2,卓cök3,zok5,,
協,hip3,hip2,協hip3,hiap6,,
南,nam4,nam4,南nam4,lam2,,
博,bok3,bok2,博bok3,bok5,,
卜,buk1,buk2,卜buk1,buk5,,
卞,bin6,bing6,卞bin6,pien3,,
占,zim1,zim1,占zim1,zam1,,
卡,ka1,ka1,卡ka1,ka1,,~車
卡,kat1,kæk2,卡kat1,kat6,,~片
咭,kat1,kæk2,咭kat1,kat6,,~片
卣,yäu5,yäu1,卣yäu5,yiu3,,
卦,gwa3,gwa1,卦gwa3,ga4,,
卧,ngo6,ngo6,卧ngo6,ngo4,,
卬,ngong5,ngong1,卬ngong5,ngong1,,
卮,zi1,zi6,卮zi1,gi1,,
卯,mau5,mau1,卯mau5,mau1,,
印,yän3,yäng1,印yän3,yin4,,
危,ngäi4,ngäi4,危ngäi4,ngui2,,
卲,siu6,siu6,卲siu6,sau4,,
即,zik1,zik2,即zik1,zit5,,
卵,lön2,läng2,卵lön2,lon3,,
卷,gün2,güng2,卷gün2,gien3,,
卸,se3,se1,卸se3,sia4,,
卹,söt1,säk2,卹söt1,sut5,,
卻,kök3,kök2,卻kök3,kiok5,,
卿,hing1,häng1,卿hing1,kin1,,
厂,hon3,fung1,厂hon3,hon4,,
厄,ak1,æk2,厄ak1,ak5,,
厊,nga5,nga1,厊nga5,nga3,,
厏,za3,za1,厏za3,za4,,
厔,zät6,zäk6,厔zät6,zit5,,
厖,mong4,mong4,厖mong4,mang2,,
厘,lei4,li4,厘lei4,li2,,
厚,häu5,häu1,厚häu5,hiu4,,
厜,söi4,söi4,厜söi4,sui2,,
厝,cou3,cu1,厝cou3,cu4,,
厞,fei1,fi1,厞fei1,fui1,,
原,yün4,yüng4,原yün4,ngien2,,
厥,küt3,kük2,厥küt3,kiet5,,
厬,gwäi2,gwäi2,厬gwäi2,gui3,,
厭,yim3,yim1,厭yim3,yam4,,
厲,läi6,läi6,厲läi6,li4,,
厴,yim2,yim2,厴yim2,yam3,,
厶,mäu5,mäu1,厶mäu5,miu1,,(=某)
厶,si1,si1,厶si1,su1,,(=私)
去,höi3,hü1,去höi3,hi4,,
參,cam1,cam1,參cam1,cam1,,~加
參,säm1,säm1,參säm1,sem1,,人~
又,yäu6,yäu6,又yäu6,yiu4,,
叉,ca1,ca1,叉ca1,ca1,,
及,käp6,käp6,及käp6,kip6,,
友,yäu5,yäu1,友yäu5,yiu1,,
反,fan2,fæng2,反fan2,fan3,,
叔,suk6,suk6,叔suk6,suk5,,
取,cöi2,cü2,取cöi2,ci3,,
受,säu6,säu6,受säu6,siu4,,
叛,ban2,bæng2,叛ban2,ban3,,
叟,säu2,säu2,叟säu2,siu3,,
叡,yöi6,yöi6,叡yöi6,yui4,,
叢,cung4,cung4,叢cung4,cung2,,
口,häu2,häu2,口häu2,hiu3,,~氣
口,häu2,häu2,口häu2,kiu3,,戶~
古,gwu2,gwu2,古gwu2,gu3,,
句,göi3,gü1,句göi3,gi4,,
另,ling6,läng6,另ling6,lang4,,
叨,tou1,täu1,叨tou1,tau1,,
叩,käu3,käu1,叩käu3,kiu4,,
只,zi2,zi2,只zi2,zit5,,
叫,giu3,giu1,叫giu3,giau4,,
召,ziu6,ziu6,召ziu6,cau4,,
叭,ba1,ba1,叭ba1,ba1,,
叮,ding1,däng1,叮ding1,den1,,
可,ho2,ho2,可ho2,ko3,,
台,toi4,töi4,台toi4,toi2,,
叱,cik1,cäk2,叱cik1,cit5,,
史,si2,si2,史si2,si3,,
右,yäu6,yäu6,右yäu6,yiu4,,
叵,po2,po2,叵po2,po3,,
司,si1,si1,司si1,su1,,
叼,diu1,diu1,叼diu1,diau1,,
吁,höi1,hü1,吁höi1,hi1,,
吃,gät6,gäk6,吃gät6,giet5,,(口吃)
吃,hek3,hek2,吃hek3,ket5,,吃~
各,gok3,gok2,各gok3,gok5,,
吆,yiu1,yiu1,吆yiu1,yau1,,
合,häp6,häp6 ,合häp6,hap6,,
吉,gät1,gäk2,吉gät1,git5,,
吊,diu3,diu1,吊diu3,diau4,,
吋,cün3,cüng1,吋cün3,cun4,,
同,tung4,tung4,同tung4,tung2,,
名,meng2,mäng4,名meng2,miang2,,出~
名,ming4,mäng4,名ming4,min2,,~貴
后,häu6,häu6,后häu6,hiu4,,
吏,lei6,li6,吏lei6,li4,,
吐,tou3,tu1,吐tou3,tu4,,
向,höng3,höng1,向höng3,hiong4,,
吒,za1,za1,吒za1,za1,,哪~(人名)
吒,za3,za1,吒za3,za4,,叱~
君,gwän1,gwäng1,君gwän1,giun1,,
吝,lön6,läng6,吝lön6,lin4,,
吞,tän1,täng1,吞tän1,tun1,,
吟,yäm4,ngäm4,吟yäm4,ngim2,,
吠,fäi6,fäi6,吠fäi6,poi4,,
吥,bät1,bäk2,吥bät1,but5,,
否,fäu2,fäu2,否fäu2,fiu3,,~定
否,pei2,pi2,否pei2,pi3,,~極泰來
吧,ba1,ba1,吧ba1,ba1,,
吨,tön1,täng1,吨tön1,tun1,,
吩,fän1,fäng1,吩fän1,fun1,,
吪,ngo4,ngo4,吪ngo4,ngo2,,
含,häm4,häm4,含häm4,ham2,,
听,yän5,yäng1,听yän5,yin3,,
吭,häng1,häng1,吭häng1,hang1,,~聲
吭,hong4,hong4,吭hong4,hong2,,引~高歌
吮,sün2,süng2,吮sün2,con1,,
吰,wäng4,wäng4,吰wäng4,fen2,,
吱,zi1,zi1,吱zi1,zi1,,
吳,ng4,ng4,吳ng4,ng2,,
吵,cau2,cau2,吵cau2,cau3,,
吶,nap6,nap6,吶nap6,nap6,,
吷,hüt3,hük2,吷hüt3,hiet5,,
吸,käp1,käp2,吸käp1,kip5,,
吹,cöi1,cöi1,吹cöi1,cui1,,
吻,män5,mäng1,吻män5,vun3,,
吼,hau1,hau1,吼hau1,hau1,,
吽,yäm1,yäm1,吽yäm1,yim1,,
吾,ng4,ng4,吾ng4,ng2,,
呀,a1,a1,呀a1,a1,,
呀,a3,a1,呀a3,a3,,
呁,gän3,gäng1,呁gän3,giun3,,
呂,löi5,lü1,呂löi5,li1,,
呃,ak1,æk2,呃ak1,ak5,,
呆,ngoi4,wui4,呆ngoi4,ngoi2,,
呈,cing4,cäng4,呈cing4,cin2,,
吿,gou3,gäu1,吿gou3,gau4,,原~
吿,guk1,guk2,吿guk1,guk5,,忠~
告,gou3,gäu1,告gou3,gau4,,原~
告,guk1,guk2,告guk1,guk5,,忠~
呎,cek2,cek2,呎cek2,cak5,,
呠,pun3,pung1,呠pun3,pun4,,
呡,män5,mäng1,呡män5,vun3,,
呢,ne1,ne1,呢ne1,le1,,
呢,nei4,ni4,呢nei4,li2,,
呣,m6,m6,呣m6,m3,,
呦,yäu1,yäu1,呦yäu1,yiu4,,
周,zäu1,zäu1,周zäu1,ziu1,,
呫,tim1,tim1,呫tim1,tiam1,,
呬,hei3,hi1,呬hei3,hi4,,
呰,zi2,zi2,呰zi2,zu3,,
呱,gwa1,gwa1,呱gwa1,va1,,~~叫
呱,gwu1,gwu1,呱gwu1,gu1,,~~墜地
味,mei6,mi6,味mei6,mui4,,
呴,höi1,hü1,呴höi1,hi1,,
呵,ho1,ho1,呵ho1,ho1,,
呶,nou4,nu4 ,呶nou4,lu2,,
呷,hap3,hap2,呷hap3,hap5,,
呸,pei1,pi1,呸pei1,pi1,,
呺,hiu1,hiu1,呺hiu1,hiau1,,
呻,sän1,säng1,呻sän1,sin1,,
呼,fu1,fu1,呼fu1,fu1,,
命,meng6,mäng6,命meng6,miang4,,算命
命,ming6,mäng6,命ming6,min4,,命令
呾,dan3,dæng1,呾dan3,dan4,,
呿,köi1,kü1,呿köi1,ki1,,
咀,zöi2,zöi2,咀zöi2,zu3,,
咁,gäm2,gäm2,咁gäm2,an2,,~樣
咁,gäm3,gäm1,咁gäm3,an2,,~多錢
咂,zap3,zap2,咂zap3,zap5,,
咄,düt3,dük2,咄düt3,dut5,,
咆,pau4,pau4,咆pau4,pau2,,
咇,bit1,bik2,咇bit1,bit5,,
咈,fät6,fäk6,咈fät6,fut6,,
咋,za3,za1,咋za3,za4,,
和,wo4,wo4,和wo4,fo2,,~平
和,wo6,wo6,和wo6,fo4,,唱~
咍,hoi1,fui1,咍hoi1,hoi1,,
咎,gäu3,gäu1,咎gäu3,giu4,,
咐,fu3,fu1,咐fu3,fu4,,
咒,zäu3,zäu1,咒zäu3,ziu4,,
咕,gwu2,gwu2,咕gwu2,gu3,,
咖,ga3,ga1,咖ga3,ga1,,~啡
咚,dung1,dung1,咚dung1,dung1,,
咠,cäp1,cäp2,咠cäp1,cip5,,
咡,yi5,yi1,咡yi5,ngi3,,
咢,ngok6,ngok6,咢ngok6,ngok6,,
咥,dit6,dik6,咥dit6,zit5,,(咬)
咥,hei3,hi1,咥hei3,hi4,,(大笑)
咦,yi2,yi2,咦yi2,yi2,,
咧,lit6,lik6,咧lit6,liet6,,
咨,zi1,zi1,咨zi1,zu1,,
咩,me1,me1,咩me1,me1,,
咪,mäi1,mäi1,咪mäi1,mai4,,(話筒)
咪,mei1,mi1,咪mei1,mi3,,笑~~
咫,zi2,zi2,咫zi2,zi3,,
咬,ngau5,ngau1,咬ngau5,ngau1,,
咯,lok3,lok2,咯lok3,gok6,,
咱,za1,za1,咱za1,za1,,
咳,kät1,käk2,咳kät1,ket5,,
咷,tou4,täu4,咷tou4,tau2,,
咸,ham4,ham4,咸ham4,ham2,,
咺,sün1,süng1,咺sün1,sien1,,
咻,yäu1,yäu1,咻yäu1,hiu1,,
咼,wa1,wa1,咼wa1,vo1,,
咽,yin1,ying1,咽yin1,yen1,,~喉
咽,yin3,ying1,咽yin3,yen4,,(=嚥)
咽,yit3,yik2,咽yit3,yet5,,嗚~
咾,lou5,läu1,咾lou5,lau3,,
咿,yi1,yi1,咿yi1,yi1,,
哀,oi1,wui1,哀oi1,oi1,,
品,bän2,bäng2,品bän2,pin3,,
哂,cän2,cäng2,哂cän2,sin3,,
哄,hung3,hung1,哄hung3,fung3,,
哆,ci2,ci2,哆ci2,ci3,,
哇,wa1,wa1,哇wa1,va1,,
哈,ha1,ha1,哈ha1,hap6,,
哉,zoi1,zöi1,哉zoi1,zai1,,
哎,ai1,ai1,哎ai1,ai1,,
哏,gän1,gäng1,哏gän1,gen1,,
員,yün4,yüng4,員yün4,yen2,,
哢,lung6,lung6,哢lung6,lung4,,
哤,mong4,mong4,哤mong4,mang2,,
哥,go1,go1,哥go1,go1,,
哦,ngo4,ngo4,哦ngo4,ngo2,,
哨,siu1,siu1,哨siu1,siau1,,
哩,le1,le1,哩le1,le1,,(語氣詞)
哩,lei5,li1,哩lei5,li1,,(英里)
哪,na4,na4,哪na4,la2,,~吒
哪,na5,na1,哪na5,lai4,,~裏
哭,huk1,huk2,哭huk1,kuk5,,
哮,hau1,hau1,哮hau1,hau1,,
哱,but6,buk6,哱but6,put6,,
哲,zit3,zik2,哲zit3,ziet5,,
哳,zit3,zik2,哳zit3,ziet5,,
哺,bou6,bu6,哺bou6,pu3,,
哼,häng1,häng1,哼häng1,ken1,,
哽,gäng2,gäng2,哽gäng2,gang3,,
哿,go2,go2,哿go2,ko3,,
唁,yin6,ying6,唁yin6,ngien4,,
唄,bui3,bui1,唄bui3,bui4,,
唅,ham4,ham4,唅ham4,ham2,,
唆,so1,so1,唆so1,so1,,
唇,sön4,säng4,唇sön4,sun2,,
唈,yäp1,yäp2,唈yäp1,yip5,,
唉,ai1,ai1,唉ai1,ai1,,
唊,gap3,gap2,唊gap3,giap5,,
唎,lei6,li6,唎lei6,li4,,
唏,hei1,hi1,唏hei1,hi1,,
唐,tong4,tong4,唐tong4,tong2,,
唔,m4,m4,唔m4,m1,,
唚,cäm2,cäm2,唚cäm2,cim3,,
唧,zit1,zik2,唧zit1,zit6,,
唪,fung2,fung2,唪fung2,fung3,,
唬,fu2,fu2,唬fu2,fu3,,
售,säu6,säu4,售säu6,cu2,,
唯,wäi4,wäi4,唯wäi4,vui2,,
唰,cat3,cak2,唰cat3,sot5,,
唱,cöng3,cöng1,唱cöng3,cong4,,
唲,yi4,yi4,唲yi4,yi2,,
唳,löi6,löi6,唳löi6,lui4,,
唴,göng6,göng6 ,唴göng6,kiong4,,
唵,äm2,äm2,唵äm2,am3,,
唶,zak3,zæk2,唶zak3,zak5,,(笑聲)
唶,ze2,ze2,唶ze2,zia3,,(鳥鳴聲)
唷,yo1,yo1,唷yo1,yo3,,
唸,nim6,nim6,唸nim6,ngiam4,,
唻,loi4,löi4,唻loi4,loi2,,
唼,zap3,zap2,唼zap3,ciap5,,
唾,to3,to1,唾to3,to4,,
啀,ngai4,ngai4,啀ngai4,ngai2,,
啁,zau1,zau1,啁zau1,zau1,,
啃,häng2,häng2,啃häng2,ken3,,
啄,dök3,dök2,啄dök3,dok5,,
啅,dök3,dök2,啅dök3,dok5,,
商,söng1,söng1,商söng1,song1,,
啊,o1,o1,啊o1,o1,,
啋,coi1,cöi1,啋coi1,cai1,,
啍,dön1,däng1,啍dön1,dun1,,(口氣)
啍,zön1,zäng1,啍zön1,zun1,,(=諄)
啎,ng6,ng6,啎ng6,ngu4,,
問,män6,mäng6,問män6,mun4,,
啐,zöt1,zäk2,啐zöt1,zut5,,
啑,zip3,zip2,啑zip3,ciap6,,
啕,tou4,täu4,啕tou4,tau2,,
啖,dam6,dam6,啖dam6,tam4,,
啗,dam6,dam6,啗dam6,tam4,,
啜,züt3,zük2,啜züt3,zot5,,
啞,a2,a2,啞a2,a3,,
啟,käi2,käi2,啟käi2,ki3,,
啡,fei1,fi1,啡fei1,fui1,,
啣,ham4,ham4,啣ham4,ham2,,
啤,be1,be1,啤be1,bia1,,~酒
啤,bi1,bi1,啤bi1,bi1,,(嬰孩)
啤,pe1,pe1,啤pe1,pia1,,~牌(撲克)
啥,se3,se1,啥se3,sa4,,
啦,la1,la1,啦la1,la1,,
啪,pak1,pæk2,啪pak1,pak5,,
啻,däi3,däi1,啻däi3,di4,,
啼,täi4,täi4 ,啼täi4,tai2,,
啾,zäu1,zäu1,啾zäu1,ziu1,,
喀,hak3,hæk2,喀hak3,hak5,,
喁,yü4,yü4,喁yü4,ngi2,,(魚張口貌)
喁,yung4,yung4,喁yung4,yung2,,~~私語
喂,wäi2,wäi2,喂wäi2,vui3,,(應人聲)
喂,wäi3,wäi1,喂wäi3,vui3,,(呼人聲)
喃,nam4,nam4,喃nam4,lam2,,
善,sin6,sing6,善sin6,sien4,,
喇,la1,la1,喇la1,la1,,喇嘛
喇,la3,la1,喇la3,la2,,喇叭
喈,gai1,gai1,喈gai1,gai1,,
喉,häu4,häu4,喉häu4,hiu2,,
喊,ham3,ham1,喊ham3,ham4,,
喋,dip6,dip6,喋dip6,tiap6,,
喎,wo1,wo1,喎wo1,vo1,,
喏,ye5,ye1,喏ye5,ngia1,,
喑,äm3,äm1,喑äm3,am4,,
喒,zam2,zam2,喒zam2,zam3,,
喓,yiu1,yiu1,喓yiu1,yau1,,
喔,uk1,uk2,喔uk1,vok5,,
喘,cün2,cüng2,喘cün2,con3,,
喙,fui3,fui1,喙fui3,vui3,,
喚,wun6,wung6,喚wun6,fon4,,
喜,hei2,hi2,喜hei2,hi3,,
喝,hot3,fuk2,喝hot3,hot5,,
喟,wäi6,wäi6,喟wäi6,vui3,,
喢,cap3,cap2,喢cap3,cap5,,
喣,hei1,hi1,喣hei1,hi1,,
喤,wong4,wong4,喤wong4,fong2,,
喥,dok6,dok6,喥dok6,tok6,,
喦,ngam4,ngam4,喦ngam4,ngam2,,
喧,sün1,süng1,喧sün1,sien1,,
喨,löng6,löng6,喨löng6,liong4,,
喪,song1,song1 ,喪song1,song1,,"~禮,奔~"
喪,song3,song1,喪song3,song4,,"沮~, ~失"
喫,hek3,hek2,喫hek3,ket5,,
喬,kiu4,kiu4,喬kiu4,kiau2,,
喭,ngon6,wung6,喭ngon6,ngan4,,(粗俗)
喭,yin6,ying6,喭yin6,ngien4,,(=唁)
單,dan1,dæng1,單dan1,dan1,,
喱,lei1,li1,喱lei1,li1,,
喲,yo1,yo1,喲yo1,yo3,,
喳,za1,za1,喳za1,za1,,
喻,yü6,yü6,喻yü6,yi4,,
喿,cou3,cäu1,喿cou3,cau4,,
嗀,guk1,guk2,嗀guk1,guk5,,
嗂,yiu4,yiu4,嗂yiu4,yau2,,
嗃,hau1,hau1,嗃hau1,hau1,,
嗄,sa3,sa1,嗄sa3,sa4,,
嗅,cäu3,cäu1,嗅cäu3,ciu4,,
嗆,cöng1,cöng1,嗆cöng1,cong1,,
嗇,sik1,säk2,嗇sik1,sit5,,
嗈,yung1,yung1,嗈yung1,yung1,,
嗉,sö3,sö1,嗉sö3,sio4,,
嗊,hung2,hung2,嗊hung2,fung3,,
嗌,yik1,yäk2,嗌yik1,yit5,,
嗍,sok3,sok2,嗍sok3,sok5,,
嗎,ma1,ma1,嗎ma1,ma3,,
嗏,ca1,ca1,嗏ca1,ca1,,
嗐,hai6,hai6,嗐hai6,hoi4,,
嗑,häp6,häp6,嗑häp6,hap6,,(笑聲)
嗑,häp6,häp6,嗑häp6,hap6,,(吸呷)
嗒,tap3,tap2,嗒tap3,tap5,,
嗓,song2,song2,嗓song2,song3,,
嗔,tin4,ting4,嗔tin4,tien2,,
嗕,yuk6,yuk6,嗕yuk6,yuk6,,
嗖,suk1,suk2,嗖suk1,suk5,,
嗚,wu1,wu1,嗚wu1,vu1,,
嗛,him2,him2,嗛him2,kiam3,,
嗜,si3,si3,嗜si3,si4,,
嗝,gak3,gæk2,嗝gak3,gak5,,
嗟,ze1,ze1,嗟ze1,zia1,,
嗡,yung1,yung1,嗡yung1,vung1,,
嗢,wät1,wäk2,嗢wät1,vut5,,
嗣,zi6,zi6,嗣zi6,su4,,
嗤,ci1,ci1,嗤ci1,ci1,,
嗥,hou4,häu4,嗥hou4,hau2,,
嗦,sok3,sok2,嗦sok3,sok5,,
嗯,ng6,ng6,嗯ng6,ng3,,
嗶,bät1,bäk2,嗶bät1,bit5,,
嗷,ngou4,ngäu4,嗷ngou4,ngau2,,
嗺,cöi1,cöi1,嗺cöi1,cui1,,
嗼,mok6,mok6,嗼mok6,mok5,,
嗽,säu3,säu1,嗽säu3,cuk5,,
嗾,säu2,säu2,嗾säu2,siu4,,
嗿,tam2,tam2,嗿tam2,tam3,,
嘀,dik6,däk6,嘀dik6,tit6,,
嘁,zap3,zap2,嘁zap3,zap5,,
嘅,ge3,ge1,嘅ge3,e4,,
嘆,tan3,tæng1,嘆tan3,tan4,,
嘈,cou4,cäu4,嘈cou4,cau2,,
嘉,ga1,ga1,嘉ga1,ga1,,
嘌,piu1,piu1,嘌piu1,piau1,,
嘍,läu3,läu1,嘍läu3,liu4,,~狗
嘍,läu4,läu4,嘍läu4,liu2,,~囉
嘎,ga1,ga1,嘎ga1,gat5,,
嘏,ga2,ga2,嘏ga2,gu3,,
嘐,gau1,gau1,嘐gau1,gau1,,(鷄鳴聲)
嘐,hau1,hau1,嘐hau1,hau1,,(誇語)
嘒,wäi3,wäi1,嘒wäi3,fui4,,
嘓,gwok3,gwok2,嘓gwok3,get5,,
嘔,äu2,äu2,嘔äu2,iu3,,
嘖,zik1,zäk2,嘖zik1,zit5,,
嘗,söng4,söng4,嘗söng4,song2,,
嘛,ma3,ma1,嘛ma3,ma1,,(語氣詞)
嘛,ma4,ma4,嘛ma4,ma2,,喇~
嘟,dou1,du1,嘟dou1,du1,,
嘩,wa4,wa4,嘩wa4,fa2,,
嘪,mai5,mai1,嘪mai5,mai3,,
嘬,cai3,cai1,嘬cai3,cai4,,
嘮,lou4,läu4,嘮lou4,lau2,,
嘯,siu3,siu1,嘯siu3,siau4,,
嘰,gei1,gi1,嘰gei1,gi1,,
嘲,zau1,zau1,嘲zau1,zau1,,
嘴,zöi2,zöi2,嘴zöi2,zoi4,,(口部)
嘴,zöi2,zöi2,嘴zöi2,zui3,,(末端)
嘶,si1,si1,嘶si1,su1,,
嘹,liu4,liu4,嘹liu4,liau2,,
嘻,hei1,hi1,嘻hei1,hi1,,
嘽,cin2,cing2,嘽cin2,cien3,,(寬舒聲)
嘽,tan1,tæng1,嘽tan1,tan1,,嘽嘽(很多)
嘿,mäk6,mäk6,嘿mäk6,met6,,
噀,sön3,säng1,噀sön3,sun4,,
噁,ok3,ok2,噁ok3,ok5,,
噂,zün2,züng2,噂zün2,zun3,,
噆,cam2,cam2,噆cam2,cam3,,
噈,cuk1,cuk2,噈cuk1,cuk5,,
噉,dam6,dam6,噉dam6,tam4,,
噊,yüt6,yük6,噊yüt6,yut6,,
噌,cäng1,cäng1,噌cäng1,cen1,,(象聲詞)
噌,zäng1,zäng1,噌zäng1,zen1,,泓~(空囂)
噎,yik1,yäk2,噎yik1,yit5,,
噓,hei1,hi1,噓hei1,hi1,,
噗,pok3,pok2,噗pok3,pok5,,
噘,küt3,kük2,噘küt3,ket5,,
噙,käm4,käm4,噙käm4,kim2,,
噞,yim6,yim6,噞yim6,ngiam4,,
噢,ou3,äu1,噢ou3,yuk5,,
